product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
USB Mouse (Yellow),Mice,29.99,326,730,Apple,8.3 out of 10,579,9.15.2025,yellow
"Mi 11 (64GB, Green)",Smartphones,400,204,438,Xiaomi,8.5 out of 10,332,5.15.2021,green
"Bravia X900H (65"", Yellow frame)",TVs,1099.99,195,357,Sony,8.75 out of 10,271,1.1.2023,yellow
"RS-X3 (Blue, EU 39)",Shoes,110,0,267,Puma,8.25 out of 10,203,11.19.2024,blue
"iPad Pro 12.9 (2021) (512GB, Green)",Tablets,1299,343,900,Apple,9.2 out of 10,699,3.3.2025,green
"6T (64GB, Gray)",Smartphones,299,0,51,OnePlus,8.5 out of 10,44,5.31.2020,gray
Aerox 5 Wireless (Gray),Mice,119.99,438,674,SteelSeries,8.75 out of 10,544,11.17.2023,gray
Viva (Green),Kitchen,129.99,0,535,Instant Pot,8.75 out of 10,436,10.23.2020,green
Watch Series 7 (Brown),Watches,399,430,906,Apple,9.2 out of 10,721,10.9.2020,brown
Watch Series 4 (Black),Watches,399,0,665,Apple,8.75 out of 10,535,5.4.2023,black
"Smash (Black, EU 46)",Shoes,60,0,875,Puma,8.5 out of 10,712,5.18.2020,black
BlackWidow Elite (Red),Keyboards,129.99,0,604,Razer,8.75 out of 10,474,10.27.2020,red
Classic Brick Set (10717) (Orange),Toys,49.99,86,496,LEGO,9.2 out of 10,381,3.15.2021,orange
"Surface Pro 8 (256GB, Brown)",Tablets,1099.99,0,734,Microsoft,,,5.28.2024,brown
"MacBook Pro 16 (2021) (128GB, Yellow)",Laptops,2399,55,304,Apple,8.75 out of 10,248,6.8.2023,yellow
"P30 (128GB, Purple)",Smartphones,350,218,728,Huawei,8 out of 10,577,5.11.2024,purple
Xbox (Blue),Gaming Consoles,299.99,461,292,Microsoft,8.75 out of 10,236,2.5.2021,blue
"ThinkBook 15 (64GB, Black)",Laptops,1200,0,297,Lenovo,8.5 out of 10,239,2.8.2021,black
Apex Raw (Gray),Keyboards,129.99,250,846,SteelSeries,8.65 out of 10,698,4.3.2021,gray
Mercury Row Merwin TV Stand (Orange),Furniture,250,0,869,Wayfair,8.75 out of 10,684,10.15.2023,orange
G-Shock DW5600 (Gray),Watches,100,266,659,Casio,8.45 out of 10,520,1.25.2021,gray
"Elite Active 75t (Wireless, Brown)",Headphones,150,478,1000,Jabra,8.75 out of 10,807,5.27.2025,brown
"iPhone 13 (256GB, White)",Smartphones,899,19,317,Apple,9.3 out of 10,243,6.9.2024,white
Polly Pocket (Orange),Toys,14.99,333,299,Mattel,8.75 out of 10,234,1.4.2020,orange
Lancehead TE (Yellow),Mice,79.99,0,299,Razer,8.75 out of 10,249,5.15.2022,yellow
Watch Series 6 (Yellow),Watches,399,346,370,Apple,8.75 out of 10,299,7.18.2024,yellow
Game Boy Advance (Gray),Gaming Consoles,80,54,184,Nintendo,8.5 out of 10,150,8.18.2022,gray
Jenga (White),Toys,19.99,0,512,Hasbro,8.5 out of 10,409,8.17.2021,white
Paw Patrol Mighty Lookout Tower (Black),Toys,129.99,0,397,Spin Master,8.65 out of 10,312,5.21.2024,black
"Workout Plus (Red, EU 46)",Shoes,80,196,937,Reebok,8.75 out of 10,730,9.4.2020,red
Watch Series 2 (White),Watches,249,87,279,Apple,8.5 out of 10,222,7.1.2023,white
Watch Series 8 (Yellow),Watches,399,0,619,Apple,8.6 out of 10,496,6.27.2023,yellow
Shoal Creek Dresser (Brown),Furniture,250,178,613,Sauder,8.5 out of 10,500,4.4.2022,brown
Juice Fountain Elite (Yellow),Kitchen,299.95,452,623,Breville,8.75 out of 10,504,7.31.2024,yellow
"Disc Blaze (Orange, EU 46)",Shoes,120,347,245,Puma,8.3 out of 10,204,3.25.2021,orange
Magic Mouse (Late 2022) (Red),Mice,99,254,243,Apple,8.5 out of 10,192,7.18.2021,red
"AirPods (1st generation) (Wired, Gray)",Headphones,50,0,787,Apple,7.5 out of 10,617,5.19.2024,red
Air Fryer XXL (Yellow),Kitchen,249.99,474,175,Philips,9.25 out of 10,142,9.24.2021,yellow
Inspire HR (Blue),Watches,99.95,283,185,Fitbit,8.5 out of 10,146,8.10.2023,blue
"MDR-7506 (Wired, Purple)",Headphones,99.99,0,539,Sony,9.2 out of 10,413,7.17.2022,red
"Momentum 2.0 (Wireless, Purple)",Headphones,300,112,61,Sennheiser,8.75 out of 10,52,10.26.2020,purple
Flashback Portable (White),Gaming Consoles,49.99,103,839,Atari,7.5 out of 10,673,12.3.2022,white
"IdeaPad Duet Chromebook (512GB, Brown)",Tablets,499,73,961,Lenovo,8.5 out of 10,756,10.6.2020,brown
Apex 3 (White),Keyboards,49.99,0,3,SteelSeries,8.75 out of 10,2,1.9.2023,white
MX Master (Black),Mice,99.99,474,518,Logitech,9.25 out of 10,424,7.30.2023,black
"12 (256GB, Gray)",Smartphones,250,out of stock,182,Xiaomi,8.5 out of 10,141,7.5.2023,gray
"Sherpa Trucker Jacket (Blue, XL)",Clothing,98,276,380,Levi's,8.75 out of 10,308,9.13.2023,blue
"Stan Smith (Purple, EU 42)",Shoes,100,0,289,Adidas,8.75 out of 10,230,12.25.2023,purple
DeathAdder Essential (Gray),Mice,30,0,448,Razer,8.5 out of 10,353,5.1.2023,gray
"Rival Fleece Hoodie (Black, XXL)",Clothing,55,124,561,Under Armour,8.7 out of 10,458,2.12.2020,black
Mega Drive Mini (Blue),Gaming Consoles,79.99,0,786,Sega,8.75 out of 10,625,1.28.2020,blue
"5-Series S546 (50"", Black frame)",TVs,429.99,0,670,TCL,8.45 out of 10,527,9.19.2023,black
Computer Desk (Brown),Furniture,149.99,437,466,Sauder,8.75 out of 10,370,8.3.2025,brown
"HD 800S (Wireless, Blue)",Headphones,1699,93,17,Sennheiser,9.5 out of 10,11,9.3.2023,blue
Billy Bookcase (Gray),Furniture,79.99,0,448,IKEA,8.75 out of 10,358,6.18.2024,gray
Huntsman Mini (Blue),Keyboards,129.99,304,78,Razer,8.5 out of 10,59,9.27.2024,blue
G903 Lightspeed (Green),Mice,129.99,0,909,Logitech,9.2 out of 10,745,5.10.2024,green
Apex Raw (Green),Keyboards,200,0,781,SteelSeries,8.75 out of 10,609,4.5.2021,green
BlackWidow V3 (Blue),Keyboards,139.99,25,504,Razer,8.75 out of 10,407,2.19.2020,blue
Sand & Stable Bar Stool (Black),Furniture,130,327,943,Wayfair,8.5 out of 10,745,11.17.2024,black
Precision Brewer (Red),Kitchen,299.95,0,790,Breville,9.2 out of 10,646,8.29.2024,red
Laugh & Learn Smart Stages Puppy (Black),Toys,24.99,322,516,Fisher-Price,9.2 out of 10,413,10.10.2022,black
Smart WiFi (Black),Kitchen,89.99,0,43,Instant Pot,8.75 out of 10,40,2.7.2023,black
"Beats Flex (Wireless, Gray)",Headphones,69.99,223,200,Apple,8.5 out of 10,170,7.14.2024,gray
"WH-1000XM3 (Wired, Purple)",Headphones,199.99,0,657,Sony,8.75 out of 10,520,8.18.2022,red
Nutri Pro Blender (White),Kitchen,139.99,456,82,Ninja,8.8 out of 10,61,8.26.2025,white
K63 Wireless (Orange),Keyboards,89.99,0,566,Corsair,8.5 out of 10,471,7.23.2023,orange
"Galaxy S21 (256GB, Purple)",Smartphones,749,0,873,Samsung,8.9 out of 10,680,1.14.2022,purple
Xbox One X (Purple),Gaming Consoles,499.99,292,379,Microsoft,8.75 out of 10,291,8.16.2022,purple
"Air Max 90 (Orange, EU 46)",Shoes,120,428,928,Nike,9.2 out of 10,736,5.25.2022,orange
"Trucker Jacket (Green, M)",Clothing,89.5,387,493,Levi's,8.75 out of 10,410,2.6.2023,green
Sayl Chair (Yellow),Furniture,545,0,956,Herman Miller,8.75 out of 10,763,7.18.2022,yellow
"Evolve2 65 (Wired, Blue)",Headphones,120,419,934,Jabra,8.75 out of 10,724,7.27.2021,red
"XPS 15 (9500) (256GB, Yellow)",Laptops,1500,397,403,Dell,8.7 out of 10,320,1.12.2024,yellow
Viva (White),Kitchen,99.99,348,634,Instant Pot,9 out of 10,495,3.8.2020,white
"Bravia A90J (43"", Yellow frame)",TVs,1299.99,176,221,Sony,9 out of 10,179,1.9.2021,yellow
"UA Rush T-Shirt (Brown, M)",Clothing,45,46,296,Under Armour,8.5 out of 10,246,9.15.2023,brown
Watch Series 1 (Black),Watches,199,0,838,Apple,7.8 out of 10,667,5.19.2020,black
MX Master 3 (Gray),Mice,99.99,0,94,Logitech,9.2 out of 10,76,7.23.2023,gray
"ZenBook 14 UX425 (256GB, White)",Laptops,799,78,733,Asus,8.25 out of 10,582,3.28.2020,white
"3-Stripes Track Jacket (Purple, L)",Clothing,75,131,206,Adidas,8.5 out of 10,165,6.4.2023,purple
5200 (Orange),Gaming Consoles,49.99,140,756,Atari,7.5 out of 10,597,10.25.2020,orange
"WH-1000XM4 (Wireless, Brown)",Headphones,349.99,102,316,Sony,9.25 out of 10,258,4.21.2021,brown
Versa 2 (Black),Watches,129.95,15,711,Fitbit,8.4 out of 10,577,5.21.2022,black
"Zig Kinetica (Yellow, EU 39)",Shoes,120,164,278,Reebok,8.65 out of 10,244,4.2.2024,yellow
"XPS 15 (9500) (256GB, White)",Laptops,1500,384,147,Dell,8.75 out of 10,116,4.6.2021,white
Embody Chair (Green),Furniture,1995,151,686,Herman Miller,9.45 out of 10,542,6.9.2021,green
Precision Brewer (Blue),Kitchen,299.95,0,333,Breville,8.75 out of 10,260,8.23.2025,blue
Twister (Green),Toys,19.99,0,64,Hasbro,8.75 out of 10,47,5.4.2020,green
Duo Evo Plus (Red),Kitchen,129.99,325,401,Instant Pot,8.75 out of 10,323,9.28.2021,red
"Galaxy S21 (128GB, Red)",Smartphones,699,205,440,Samsung,8.75 out of 10,354,9.16.2024,red
PlayStation 1 (Brown),Gaming Consoles,40,415,703,Sony,8.5 out of 10,551,1.26.2022,brown
Bladen Sofa (Blue),Furniture,400,55,987,Ashley Furniture,8.75 out of 10,779,10.22.2024,blue
"iPhone 12 (1TB, Blue)",Smartphones,999,0,757,Apple,9.2 out of 10,594,7.31.2024,blue
Apex Pro Mini (Gray),Keyboards,179.99,136,533,SteelSeries,9.25 out of 10,422,2.7.2020,gray
"iPad (2020) (1TB, Brown)",Tablets,1199,175,572,Apple,8.5 out of 10,450,1.28.2022,brown
"Blazer Mid '77 (Orange, EU 39)",Shoes,100,0,186,Nike,8.5 out of 10,145,10.20.2023,orange
"Spectre x360 15 (128GB, Yellow)",Laptops,1200,307,806,HP,8.25 out of 10,661,7.20.2021,yellow
Bluetooth Keyboard (Gray),Keyboards,59.99,484,6,Microsoft,8.45 out of 10,6,8.20.2023,blue
"NanoCell 80 (43"", Yellow frame)",TVs,450,404,727,LG,8.3 out of 10,576,9.18.2022,yellow
"UHD UM7300 (65"", Brown frame)",TVs,799,0,882,LG,8.75 out of 10,711,9.4.2024,brown
USB Mouse (Brown),Mice,29.99,0,519,Apple,8.5 out of 10,410,12.15.2020,brown
"iPhone X (64GB, White)",Smartphones,299,135,513,Apple,8.75 out of 10,409,3.29.2024,white
"P30 (512GB, Brown)",Smartphones,499,186,493,Huawei,8.25 out of 10,402,10.7.2020,brown
Huntsman Mini (Red),Keyboards,119.99,80,210,Razer,8.75 out of 10,163,10.29.2023,red
,Shoes,110,0,840,Nike,no value,,2.28.2023,yellow
"Windrunner Jacket (Yellow, XS)",Clothing,100,0,177,Nike,8.75 out of 10,144,5.20.2025,yellow
"FC Barcelona Home Jersey (Blue, XXL)",Clothing,90,0,820,Nike,9.45 out of 10,674,2.8.2020,blue
"Denim Jacket (Yellow, M)",Clothing,39.99,0,222,H&M,7.8 out of 10,185,11.10.2021,yellow
"RS-X3 (Black, EU 46)",Shoes,120,204,842,Puma,8.5 out of 10,662,12.27.2022,black
Artisan Stand Mixer (Blue),Kitchen,429.99,0,828,KitchenAid,9.2 out of 10,649,6.22.2024,blue
"MDR-7506 (Wired, Gray)",Headphones,99.99,354,487,Sony,9.25 out of 10,398,4.1.2023,red
Food Processor KFP1466 (White),Kitchen,299,211,197,KitchenAid,8.75 out of 10,149,8.26.2024,white
Mamba Elite (White),Mice,89.99,233,297,Razer,8.75 out of 10,240,3.1.2022,white
Polly Pocket (Blue),Toys,19.99,0,99,Mattel,8.75 out of 10,81,7.24.2024,blue
MX Keys (Red),Keyboards,99.99,0,632,Logitech,9.2 out of 10,513,10.22.2020,red
Sorry! (Red),Toys,9.99,172,365,Hasbro,8.5 out of 10,289,9.13.2025,red
Mega Drive Mini (Yellow),Gaming Consoles,79.99,0,136,Sega,8.75 out of 10,108,3.21.2021,yellow
"HD 450BT (Wired, Black)",Headphones,129.95,451,628,Sennheiser,8.45 out of 10,516,7.30.2025,red
Xbox One X (White),Gaming Consoles,350,0,864,Microsoft,8.75 out of 10,684,11.13.2022,white
Alenya Sofa (Red),Furniture,450,0,108,Ashley Furniture,8.5 out of 10,84,8.4.2024,red
Charge 5 (Red),Watches,129.95,316,80,Fitbit,8.75 out of 10,64,8.16.2023,red
"Bravia X950H (75"", Gray frame)",TVs,2200,0,765,Sony,9.2 out of 10,609,4.1.2021,gray
PlayStation 2 (Blue),Gaming Consoles,150,0,435,Sony,8.5 out of 10,359,6.17.2020,blue
"7 Pro (256GB, Brown)",Smartphones,699,0,968,OnePlus,8.75 out of 10,795,3.26.2021,brown
PlayStation 3 (Purple),Gaming Consoles,150,26,905,Sony,7.5 out of 10,717,5.15.2022,purple
"Sport Earbuds (Wireless, Green)",Headphones,129.95,305,578,Bose,8.75 out of 10,463,10.24.2021,green
"SoundLink Around-Ear II (Wired, Red)",Headphones,149,397,578,Bose,8.5 out of 10,466,12.23.2025,red
Duo 7-in-1 (Orange),Kitchen,99.99,0,443,Instant Pot,8.75 out of 10,365,12.27.2024,orange
"Galaxy Tab Active3 (512GB, Orange)",Tablets,600,0,664,Samsung,8.5 out of 10,535,1.18.2025,orange
Bolanburg Dining Table (Green),Furniture,829,438,420,Ashley Furniture,8.5 out of 10,335,8.30.2025,green
"Legion 7 (512GB, Orange)",Laptops,1499,0,566,Lenovo,8.75 out of 10,432,2.6.2023,orange
"75PML9506 (55"", Blue frame)",TVs,1399,451,893,Philips,8.5 out of 10,696,1.17.2022,blue
Rock-a-Stack (Green),Toys,9.99,0,161,Fisher-Price,8.75 out of 10,121,3.28.2022,green
Pro Trek PRG-600 (Blue),Watches,320,0,525,Casio,8.5 out of 10,436,10.29.2024,blue
Natural Ergonomic Keyboard 4000 (Red),Keyboards,50,0,729,Microsoft,,574,7.10.2025,red
"MatePad T8 (256GB, Gray)",Tablets,110,0,636,Huawei,7.8 out of 10,517,8.22.2024,gray
Eames Lounge Chair (White),Furniture,6200,498,41,Herman Miller,9.5 out of 10,27,11.21.2025,white
"65PUS8504 (43"", White frame)",TVs,499,9,270,Philips,,210,4.10.2023,white
Pasta Maker (Gray),Kitchen,199.99,40,601,Philips,8.75 out of 10,475,10.28.2020,gray
Luxe (Blue),Watches,129.95,141,452,Fitbit,8.75 out of 10,360,3.9.2021,blue
"Galaxy S22 (128GB, Purple)",Smartphones,699,272,165,Samsung,8.8 out of 10,139,11.12.2024,purple
"Surface Pro 8 (256GB, Red)",Tablets,1099,311,386,Microsoft,8.5 out of 10,303,6.2.2021,red
"IdeaPad Duet Chromebook (128GB, Orange)",Tablets,279.99,201,996,Lenovo,8.5 out of 10,791,11.11.2023,orange
Etch A Sketch (Brown),Toys,14.99,481,629,Spin Master,8.75 out of 10,498,11.12.2022,brown
Watch Series 1 (Yellow),Watches,179,437,413,Apple,7.85 out of 10,340,11.7.2023,yellow
"ZoomX Vaporfly Next% (Gray, EU 39)",Shoes,250,197,547,Nike,9.2 out of 10,443,2.8.2025,gray
Dreamcast (Orange),Gaming Consoles,120,232,875,Sega,8.5 out of 10,723,8.28.2020,orange
Wii U (White),Gaming Consoles,150,0,118,Nintendo,7.5 out of 10,97,9.13.2023,white
"Puffer Jacket (Green, S)",Clothing,49.99,490,918,H&M,7.85 out of 10,739,3.31.2023,green
"ThinkPad X1 Carbon (7th Gen) (512GB, Gray)",Laptops,1200,0,566,Lenovo,8.75 out of 10,443,1.18.2023,gray
"QuietComfort 25 (Wired, Red)",Headphones,199,47,950,Bose,8.7 out of 10,765,12.4.2021,red
Wii U (Red),Gaming Consoles,150,164,93,Nintendo,8.5 out of 10,76,12.18.2024,red
"XPS 13 (9360) (256GB, Orange)",Laptops,899,231,331,Dell,8.5 out of 10,251,2.7.2024,orange
"Pavilion 15 (1TB, Black)",Laptops,650,89,215,HP,8.5 out of 10,166,11.2.2023,black
"Floatride Run (White, EU 40)",Shoes,130,38,113,Reebok,7.85 out of 10,86,1.13.2023,white
City Police Station (60141) (Blue),Toys,99.99,348,750,LEGO,8.75 out of 10,600,1.4.2023,blue
G613 Wireless (Purple),Keyboards,89.99,98,843,Logitech,8.62 out of 10,677,10.18.2020,purple
"OLED C1 (65"", Gray frame)",TVs,1799,0,511,LG,9.2 out of 10,406,12.30.2020,gray
Malm Bed Frame (Gray),Furniture,249,326,900,IKEA,8.5 out of 10,723,1.21.2022,gray
"QN90A Neo QLED (50"", Orange frame)",TVs,1199,255,623,Samsung,9.2 out of 10,515,1.26.2023,orange
"MacBook Pro 13 (2019) (256GB, Blue)",Laptops,1099,0,191,Apple,8.5 out of 10,147,7.18.2023,blue
"Galaxy Tab S8 Ultra (64GB, Yellow)",Tablets,799.99,0,557,Samsung,9.2 out of 10,470,4.20.2020,yellow
"MediaPad M6 (1TB, White)",Tablets,650,out of stock,702,Huawei,8 out of 10,559,6.12.2020,white
"XPS 17 (9700) (64GB, Yellow)",Laptops,2900,85,565,Dell,8.5 out of 10,451,1.31.2023,yellow
Apex M750 (Purple),Keyboards,140,51,145,SteelSeries,8.5 out of 10,115,12.31.2023,purple
"Galaxy Tab A8 (128GB, Gray)",Tablets,280,382,498,Samsung,8.5 out of 10,390,9.20.2024,gray
"LinkBuds S (Wired, Orange)",Headphones,79.99,0,451,Sony,8.25 out of 10,356,4.18.2024,red
"ZoomX Vaporfly Next% (Green, EU 39)",Shoes,250,0,73,Nike,9.5 out of 10,61,8.30.2021,green
"The Frame LS03T (55"", Orange frame)",TVs,1299,0,773,Samsung,8.5 out of 10,632,6.28.2021,orange
"Tab P12 Pro (128GB, Brown)",Tablets,499,0,539,Lenovo,8.5 out of 10,431,6.5.2020,brown
Barista Express (Brown),Kitchen,699,255,229,Breville,9.25 out of 10,181,1.19.2024,brown
5-Speed Classic Blender (White),Kitchen,99.99,3,110,KitchenAid,8.75 out of 10,82,1.26.2020,white
"Dri-FIT T-Shirt (Red, M)",Clothing,35,359,984,Nike,8.75 out of 10,769,9.11.2023,red
Versa 3 (Yellow),Watches,199.95,328,506,Fitbit,8.5 out of 10,409,10.28.2022,yellow
Forerunner 245 (Brown),Watches,299.99,0,675,Garmin,no value,535,8.9.2024,brown
"Rival Fleece Hoodie (White, XXL)",Clothing,55,0,765,Under Armour,8.75 out of 10,624,1.2.2022,white
"Pavilion 14 (128GB, Green)",Laptops,560,446,854,HP,8.65 out of 10,695,7.6.2023,green
Pro Mouse (Blue),Mice,79,0,891,Apple,8.75 out of 10,704,7.27.2020,blue
Apex M750 (Red),Keyboards,129.99,225,539,SteelSeries,8.5 out of 10,419,11.13.2021,red
"Bravia A80J (50"", Yellow frame)",TVs,999,57,332,Sony,8.75 out of 10,265,3.14.2020,yellow
Brilliant Basics Corn Popper (Purple),Toys,12.99,115,288,Fisher-Price,8.5 out of 10,223,6.3.2021,purple
Caper Chair (Brown),Furniture,400,281,367,Herman Miller,8.75 out of 10,300,11.25.2025,brown
"Alphaskin Tights (Orange, XL)",Clothing,45,162,362,Adidas,8.75 out of 10,276,12.25.2022,orange
Hot Wok Pro (Red),Kitchen,129.99,327,165,Breville,8.75 out of 10,129,5.18.2023,red
PlayStation 2 (Orange),Gaming Consoles,80,24,139,Sony,8.5 out of 10,111,12.5.2021,orange
"Omen 15 (128GB, Black)",Laptops,1299,495,580,HP,8.7 out of 10,467,11.28.2025,black
"iPhone 8 (128GB, Purple)",Smartphones,250,99,492,Apple,8 out of 10,391,6.1.2020,purple
"Beats Solo3 (Wireless, Blue)",Headphones,199.95,233,674,Apple,,,5.22.2025,blue
"Dri-FIT T-Shirt (Black, XL)",Clothing,35,174,23,Nike,8.75 out of 10,21,3.29.2022,black
"MatePad T10s (128GB, Gray)",Tablets,220,0,872,Huawei,7.5 out of 10,704,2.4.2025,gray
"65PUS8504 (43"", Orange frame)",TVs,600,143,228,Philips,8.2 out of 10,184,1.6.2023,orange
Cosm Chair (Red),Furniture,1395,109,390,Herman Miller,9.2 out of 10,312,3.24.2021,red
Galaxy Watch 4 (Brown),Watches,250,245,251,Samsung,8.75 out of 10,192,10.1.2020,brown
"Bravia X85J (65"", Green frame)",TVs,1099.99,154,908,Sony,no value,,3.31.2020,green
Viper Mini (Orange),Mice,39.99,372,534,Razer,8.75 out of 10,422,10.14.2025,orange
"MDR-1AM2 (Wireless, Red)",Headphones,249.99,438,793,Sony,8.75 out of 10,623,5.5.2023,red
Twister (Blue),Toys,19.99,436,324,Hasbro,8.75 out of 10,253,4.12.2024,blue
"Pump Omni Lite (Black, EU 46)",Shoes,170,206,719,Reebok,8.5 out of 10,579,6.15.2023,black
"UHD UM7300 (55"", Red frame)",TVs,499,0,184,LG,8.25 out of 10,142,4.23.2020,red
Hemnes TV Bench (Red),Furniture,129,346,435,IKEA,8.5 out of 10,334,2.7.2025,red
"Fresh Foam 1080 (Blue, EU 44)",Shoes,160,470,29,New Balance,9 out of 10,25,1.4.2025,blue
"55R635 (43"", Brown frame)",TVs,380,484,446,TCL,8.4 out of 10,346,1.14.2025,brown
Master Prep Professional (White),Kitchen,49.99,253,841,Ninja,8.75 out of 10,657,1.24.2023,white
Wii U (Green),Gaming Consoles,250,28,124,Nintendo,8.5 out of 10,102,6.10.2023,green
G Pro Wireless (Blue),Mice,129.99,0,546,Logitech,9.2 out of 10,444,6.28.2023,blue
PSX (Green),Gaming Consoles,499,120,199,Sony,9.25 out of 10,160,11.6.2022,green
Baby's First Blocks (Green),Toys,10.99,206,952,Fisher-Price,9.2 out of 10,780,10.23.2020,green
Xbox 360 (Purple),Gaming Consoles,150,64,615,Microsoft,7.5 out of 10,491,1.8.2022,purple
"Faux Leather Biker Jacket (Orange, S)",Clothing,49.99,0,157,H&M,7.85 out of 10,121,9.4.2025,orange
"4-Series 55S435 (50"", Blue frame)",TVs,320,0,711,TCL,8.5 out of 10,584,12.24.2023,blue
"Bravia X900H (50"", Brown frame)",TVs,599,208,722,Sony,no value,555,2.19.2021,brown
"Mate 40 (256GB, Brown)",Smartphones,799,103,726,Huawei,8.5 out of 10,574,10.20.2020,brown
"8 (64GB, Gray)",Smartphones,299,69,349,OnePlus,7.8 out of 10,265,2.6.2022,gray
"5T (128GB, Brown)",Smartphones,299,151,616,OnePlus,8.5 out of 10,486,6.27.2025,brown
Twister (Gray),Toys,19.99,0,87,Hasbro,8.25 out of 10,68,6.10.2022,gray
Inspire 2 (Brown),Watches,299.95,126,77,Fitbit,8.5 out of 10,60,4.21.2022,brown
"ZoomX Vaporfly Next% (Yellow, EU 46)",Shoes,250,201,969,Nike,9.5 out of 10,762,2.23.2021,yellow
"FuelCell Rebel (White, EU 38)",Shoes,130,241,351,New Balance,8.75 out of 10,285,1.13.2020,white
"530 (Red, EU 40)",Shoes,110,406,337,New Balance,8.75 out of 10,275,10.27.2025,red
"Legacy Lifter (Yellow, EU 39)",Shoes,200,466,973,Reebok,8.5 out of 10,773,8.2.2021,yellow
DeathAdder V2 (Black),Mice,69.99,0,979,Razer,8.75 out of 10,777,10.30.2024,black
All-in-One Media Keyboard (Yellow),Keyboards,34.99,62,718,Microsoft,8.75 out of 10,569,5.10.2024,yellow
F-91W (Gray),Watches,20,392,986,Casio,8.5 out of 10,799,9.14.2025,gray
Professional Blender (Yellow),Kitchen,99.99,227,548,Ninja,8.75 out of 10,431,8.4.2025,yellow
"Powerbeats Pro (Wireless, Brown)",Headphones,249.95,0,889,Apple,8.75 out of 10,716,12.2.2023,brown
Hot Wheels 20-Car Pack (Green),Toys,21.99,11,902,Mattel,9.2 out of 10,721,7.26.2025,green
PlayStation 5 (Red),Gaming Consoles,499.99,0,743,Sony,9.5 out of 10,583,11.14.2025,red
Fenix 6 (Yellow),Watches,449.99,0,424,Garmin,8.75 out of 10,343,5.7.2022,yellow
"Cortez (Green, EU 38)",Shoes,90,0,980,Nike,8.75 out of 10,793,5.24.2023,green
"Surface Pro X (128GB, Purple)",Tablets,899,104,876,Microsoft,8.3 out of 10,660,4.9.2024,purple
"Bravia X80J (43"", Yellow frame)",TVs,549,out of stock,506,Sony,8.4 out of 10,409,11.9.2021,yellow
"Elite Active 75t (Wireless, Yellow)",Headphones,149.99,0,1,Jabra,8.75 out of 10,0,7.4.2023,yellow
"Future Rider (Blue, EU 46)",Shoes,80,0,904,Puma,8.5 out of 10,715,7.30.2024,blue
Rival 3 (Brown),Mice,29.99,111,899,SteelSeries,8.75 out of 10,718,5.29.2022,brown
"Linen Blend Shirt (Black, XXL)",Clothing,29.99,0,235,H&M,8.5 out of 10,179,1.30.2023,black
"Slim Fit Suit Pants (Blue, M)",Clothing,49.99,340,623,H&M,8.2 out of 10,501,3.22.2020,blue
"HeatGear Compression Shirt (Orange, XL)",Clothing,35,478,392,Under Armour,8.75 out of 10,315,2.6.2025,orange
Shoal Creek Dresser (Black),Furniture,200,299,735,Sauder,8.5 out of 10,583,5.2.2024,black
"Bravia X900H (65"", White frame)",TVs,1399.99,95,140,Sony,8.75 out of 10,115,3.25.2020,white
SNES (Red),Gaming Consoles,150,0,827,Nintendo,,660,12.26.2025,red
"P20 (64GB, Green)",Smartphones,250,0,88,Huawei,7.8 out of 10,72,6.20.2020,green
Bluetooth Mouse (Yellow),Mice,25,112,729,Microsoft,8.5 out of 10,577,6.7.2020,blue
HR3752 Blender (White),Kitchen,120,0,474,Philips,8.7 out of 10,390,4.24.2022,white
